trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,next_stop_time
2553904,0 days 08:25:00.000000000,0 days 08:25:00.000000000,7508,12,,,,21.7744,2.0
2553904,0 days 08:27:00.000000000,0 days 08:27:00.000000000,7509,13,,,,22.6286,2.0
2553904,0 days 08:29:00.000000000,0 days 08:29:00.000000000,7510,14,,,,24.2364,-1.0
2553905,0 days 08:07:00.000000000,0 days 08:07:00.000000000,7500,1,,,,,4.0
2553905,0 days 08:11:00.000000000,0 days 08:11:00.000000000,10906,2,,,,5.6206,3.0
2553905,0 days 08:14:00.000000000,0 days 08:14:00.000000000,11422,3,,,,7.8746,2.0
2553905,0 days 08:16:00.000000000,0 days 08:16:00.000000000,4819,4,,,,9.8143,2.0
2553905,0 days 08:18:00.000000000,0 days 08:18:00.000000000,10419,5,,,,11.0505,2.0
2553905,0 days 08:20:00.000000000,0 days 08:20:00.000000000,5585,6,,,,13.2051,4.0
2553905,0 days 08:24:00.000000000,0 days 08:24:00.000000000,7503,7,,,,16.2367,2.0
2553905,0 days 08:26:00.000000000,0 days 08:26:00.000000000,7504,8,,,,17.4944,2.0
2553905,0 days 08:28:00.000000000,0 days 08:28:00.000000000,7505,9,,,,18.2394,2.0
2553905,0 days 08:30:00.000000000,0 days 08:30:00.000000000,7506,10,,,,19.9023,1.0
2553905,0 days 08:31:00.000000000,0 days 08:31:00.000000000,7507,11,,,,21.0583,2.0
2553905,0 days 08:33:00.000000000,0 days 08:33:00.000000000,7508,12,,,,21.7744,2.0
2553905,0 days 08:35:00.000000000,0 days 08:35:00.000000000,7509,13,,,,22.6286,2.0
2553905,0 days 08:37:00.000000000,0 days 08:37:00.000000000,7510,14,,,,24.2364,-1.0
2553906,0 days 20:23:00.000000000,0 days 20:23:00.000000000,7500,1,,,,,4.0
2553906,0 days 20:27:00.000000000,0 days 20:27:00.000000000,10906,2,,,,5.6206,3.0
2553906,0 days 20:30:00.000000000,0 days 20:30:00.000000000,11422,3,,,,7.8746,2.0
2553906,0 days 20:32:00.000000000,0 days 20:32:00.000000000,4819,4,,,,9.8143,2.0
2553906,0 days 20:34:00.000000000,0 days 20:34:00.000000000,10419,5,,,,11.0505,2.0
2553906,0 days 20:36:00.000000000,0 days 20:36:00.000000000,5585,6,,,,13.2051,3.0
2553906,0 days 20:39:00.000000000,0 days 20:39:00.000000000,7503,7,,,,16.2367,2.0
2553906,0 days 20:41:00.000000000,0 days 20:41:00.000000000,7504,8,,,,17.4944,2.0
2553906,0 days 20:43:00.000000000,0 days 20:43:00.000000000,7505,9,,,,18.2394,2.0
2553906,0 days 20:45:00.000000000,0 days 20:45:00.000000000,7506,10,,,,19.9023,1.0
2553906,0 days 20:46:00.000000000,0 days 20:46:00.000000000,7507,11,,,,21.0583,2.0
2553906,0 days 20:48:00.000000000,0 days 20:48:00.000000000,7508,12,,,,21.7744,2.0
2553906,0 days 20:50:00.000000000,0 days 20:50:00.000000000,7509,13,,,,22.6286,2.0
2553906,0 days 20:52:00.000000000,0 days 20:52:00.000000000,7510,14,,,,24.2364,-1.0
2553907,0 days 20:01:00.000000000,0 days 20:01:00.000000000,7500,1,,,,,4.0
2553907,0 days 20:05:00.000000000,0 days 20:05:00.000000000,10906,2,,,,5.6206,3.0
2553907,0 days 20:08:00.000000000,0 days 20:08:00.000000000,11422,3,,,,7.8746,2.0
2553907,0 days 20:10:00.000000000,0 days 20:10:00.000000000,4819,4,,,,9.8143,2.0
2553907,0 days 20:12:00.000000000,0 days 20:12:00.000000000,10419,5,,,,11.0505,2.0
2553907,0 days 20:14:00.000000000,0 days 20:14:00.000000000,5585,6,,,,13.2051,3.0
2553907,0 days 20:17:00.000000000,0 days 20:17:00.000000000,7503,7,,,,16.2367,2.0
2553907,0 days 20:19:00.000000000,0 days 20:19:00.000000000,7504,8,,,,17.4944,2.0
2553907,0 days 20:21:00.000000000,0 days 20:21:00.000000000,7505,9,,,,18.2394,2.0
2553907,0 days 20:23:00.000000000,0 days 20:23:00.000000000,7506,10,,,,19.9023,1.0
2553907,0 days 20:24:00.000000000,0 days 20:24:00.000000000,7507,11,,,,21.0583,2.0
2553907,0 days 20:26:00.000000000,0 days 20:26:00.000000000,7508,12,,,,21.7744,2.0
2553907,0 days 20:28:00.000000000,0 days 20:28:00.000000000,7509,13,,,,22.6286,2.0
2553907,0 days 20:30:00.000000000,0 days 20:30:00.000000000,7510,14,,,,24.2364,-1.0
2553908,0 days 19:39:00.000000000,0 days 19:39:00.000000000,7500,1,,,,,4.0
2553908,0 days 19:43:00.000000000,0 days 19:43:00.000000000,10906,2,,,,5.6206,3.0
2553908,0 days 19:46:00.000000000,0 days 19:46:00.000000000,11422,3,,,,7.8746,2.0
2553908,0 days 19:48:00.000000000,0 days 19:48:00.000000000,4819,4,,,,9.8143,2.0
2553908,0 days 19:50:00.000000000,0 days 19:50:00.000000000,10419,5,,,,11.0505,2.0
2553908,0 days 19:52:00.000000000,0 days 19:52:00.000000000,5585,6,,,,13.2051,3.0
2553908,0 days 19:55:00.000000000,0 days 19:55:00.000000000,7503,7,,,,16.2367,2.0
2553908,0 days 19:57:00.000000000,0 days 19:57:00.000000000,7504,8,,,,17.4944,2.0
2553908,0 days 19:59:00.000000000,0 days 19:59:00.000000000,7505,9,,,,18.2394,2.0
2553908,0 days 20:01:00.000000000,0 days 20:01:00.000000000,7506,10,,,,19.9023,1.0
2553908,0 days 20:02:00.000000000,0 days 20:02:00.000000000,7507,11,,,,21.0583,2.0
2553908,0 days 20:04:00.000000000,0 days 20:04:00.000000000,7508,12,,,,21.7744,2.0
2553908,0 days 20:06:00.000000000,0 days 20:06:00.000000000,7509,13,,,,22.6286,2.0
2553908,0 days 20:08:00.000000000,0 days 20:08:00.000000000,7510,14,,,,24.2364,-1.0
2553909,0 days 19:17:00.000000000,0 days 19:17:00.000000000,7500,1,,,,,4.0
2553909,0 days 19:21:00.000000000,0 days 19:21:00.000000000,10906,2,,,,5.6206,3.0
2553909,0 days 19:24:00.000000000,0 days 19:24:00.000000000,11422,3,,,,7.8746,2.0
2553909,0 days 19:26:00.000000000,0 days 19:26:00.000000000,4819,4,,,,9.8143,2.0
2553909,0 days 19:28:00.000000000,0 days 19:28:00.000000000,10419,5,,,,11.0505,2.0
2553909,0 days 19:30:00.000000000,0 days 19:30:00.000000000,5585,6,,,,13.2051,3.0
2553909,0 days 19:33:00.000000000,0 days 19:33:00.000000000,7503,7,,,,16.2367,2.0
2553909,0 days 19:35:00.000000000,0 days 19:35:00.000000000,7504,8,,,,17.4944,2.0
