stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
29066,BT967,FT FOOTE & SANDY BAR DR,,38.758915,-77.023354,,
29067,BT968,LIVINGSTON & FORT WASH,,38.742828,-76.999107,,
29068,BT969,FORT WASHINGTON P&R,,38.724701,-76.994652,,
29069,BT971,FORT FOOTE & IVANHOE RDS,,38.758961,-77.02343,,
29070,BT972,LEDROIT PARK-HOWARD UNIV,,38.920544,-77.016045,,
29071,BT974,NEW JERSEY & P,,38.909798,-77.016342,,
29072,BT975,P & 14TH NW,,38.909645,-77.031952,,
29073,BT976,P & 20TH NW,,38.909645,-77.044884,,
29074,BT978,RT 450 & EDMONSTON RD,,38.939457,-76.933624,,
29075,BT979,RT 450 & LANDOVER RD,,38.938732,-76.924377,,
29076,BT980,58TH AVE & EMERSON ST,,38.9473,-76.913139,,
29077,BT981,RT 450 & 65TH AVE (CAP PLZ),,38.94207,-76.903702,,
29078,BT982,HAWTHORNE & PINEBROOK,,38.925358,-76.890915,,
29079,BT983,FIREHOUSE & LANDOVER RDS,,38.926708,-76.880928,,
29080,BT985,BARLOWE & MATTHEW HENSON,,38.918491,-76.870209,,
29081,BT986,ADDISON RD & F ST,,38.895889,-76.906181,,
29082,BT987,NH AVE & GEORGIA AVE NW,,38.936344,-77.024284,,
29083,BT988,14TH & IRVING STS NW,,38.928692,-77.032608,,
29084,BT989,MT PLEASANT (17TH NW),,38.9319,-77.038612,,
29085,BT990,ABP CARROLL HIGH SCHOOL,,38.941204,-77.006149,,
29086,BT991,RK CRK CH RD-HAWAII AVE,,38.946365,-77.008743,,
29087,BT992,BRADLEE,,38.831863,-77.094238,,
29088,BT996,PENNSYLVANIA & 8TH SE,,38.884186,-76.994972,,
29089,BT997,PENNSYLVANIA & 7TH NW,,38.893295,-77.021919,,
29090,BT999,GEORGETOWN (M & 31ST),,38.905323,-77.061569,,
